artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Kendrick Lamar,LOVE. FEAT. ZACARI.,0.8,0.585,10,-7.343,1,0.0924,0.264,0,0.153,0.779,126.058,audio_features,6PGoSes0D9eUDeeAafB2As,spotify:track:6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,213400,4,0
Michael Bublé,Cold December Night,0.517,0.702,3,-6.763,1,0.0247,0.00722,0,0.0896,0.414,83.873,audio_features,4FPrAERfkPKOBKrRoyuxLu,spotify:track:4FPrAERfkPKOBKrRoyuxLu,https://api.spotify.com/v1/tracks/4FPrAERfkPKOBKrRoyuxLu,https://api.spotify.com/v1/audio-analysis/4FPrAERfkPKOBKrRoyuxLu,198267,4,1
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,248413,4,1
Meghan Trainor,Like I'm Gonna Lose You,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,audio_features,2YlZnw2ikdb837oKMKjBkW,spotify:track:2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/tracks/2YlZnw2ikdb837oKMKjBkW,https://api.spotify.com/v1/audio-analysis/2YlZnw2ikdb837oKMKjBkW,225053,3,1
DJ Gollum,Handzup Isn't Dead (8 Years Technobase.fm Hymn) - Ced Tecknoboy Edit,0.598,0.978,1,-3.882,0,0.065,0.0129,3.96e-05,0.335,0.495,145.013,audio_features,4h4jEOBaz7W4xxqSMX308O,spotify:track:4h4jEOBaz7W4xxqSMX308O,https://api.spotify.com/v1/tracks/4h4jEOBaz7W4xxqSMX308O,https://api.spotify.com/v1/audio-analysis/4h4jEOBaz7W4xxqSMX308O,251591,4,1
Carl Orff,Carmina Burana: O Fortuna,0.323,0.206,2,-18.349,0,0.0345,0.913,0.00115,0.105,0.464,136.294,audio_features,7egg9mfMH8XZmPXyfBIUfI,spotify:track:7egg9mfMH8XZmPXyfBIUfI,https://api.spotify.com/v1/tracks/7egg9mfMH8XZmPXyfBIUfI,https://api.spotify.com/v1/audio-analysis/7egg9mfMH8XZmPXyfBIUfI,158013,4,1
Jesus Christ Superstar soundtrack,Could We Start Again Please?,0.392,0.257,2,-10.585,1,0.032,0.885,0,0.719,0.221,145.78,audio_features,4bYl4nDVE5hBwATIXMMiII,spotify:track:4bYl4nDVE5hBwATIXMMiII,https://api.spotify.com/v1/tracks/4bYl4nDVE5hBwATIXMMiII,https://api.spotify.com/v1/audio-analysis/4bYl4nDVE5hBwATIXMMiII,155773,4,0
Wojciech Kilar,Bram Stoker's Dracula: The Brides,0.162,0.279,10,-15.318,1,0.0342,0.643,0.933,0.0763,0.0352,110.29,audio_features,05ZjJqm3XzXFwh80xb34s0,spotify:track:05ZjJqm3XzXFwh80xb34s0,https://api.spotify.com/v1/tracks/05ZjJqm3XzXFwh80xb34s0,https://api.spotify.com/v1/audio-analysis/05ZjJqm3XzXFwh80xb34s0,265360,3,1
Nicholas Hooper,The Slug Party,0.78,0.149,5,-27.41,1,0.0931,0.576,0.884,0.083,0.0687,90.049,audio_features,08YBdWxR1BMt1OmLYsmvSb,spotify:track:08YBdWxR1BMt1OmLYsmvSb,https://api.spotify.com/v1/tracks/08YBdWxR1BMt1OmLYsmvSb,https://api.spotify.com/v1/audio-analysis/08YBdWxR1BMt1OmLYsmvSb,131467,4,1
Astrid S,Emotion,0.402,0.75,0,-6.607,1,0.0567,0.0125,0.00192,0.396,0.502,146.223,audio_features,09rj7jigutgAkveJGpSDBT,spotify:track:09rj7jigutgAkveJGpSDBT,https://api.spotify.com/v1/tracks/09rj7jigutgAkveJGpSDBT,https://api.spotify.com/v1/audio-analysis/09rj7jigutgAkveJGpSDBT,190330,4,1
E-Type,"Set The World On Fire - 7"" Version",0.602,0.943,1,-4.688,0,0.0311,5.87e-05,0.329,0.243,0.91,136.178,audio_features,4xHqsbMqSJNEikDXvtCkZ9,spotify:track:4xHqsbMqSJNEikDXvtCkZ9,https://api.spotify.com/v1/tracks/4xHqsbMqSJNEikDXvtCkZ9,https://api.spotify.com/v1/audio-analysis/4xHqsbMqSJNEikDXvtCkZ9,225920,4,1
Jonas Blue,Polaroid,0.652,0.897,7,-4.481,0,0.036,0.293,0,0.0722,0.475,114.033,audio_features,1wsLHgXJ4SKIfd5ePSX1hD,spotify:track:1wsLHgXJ4SKIfd5ePSX1hD,https://api.spotify.com/v1/tracks/1wsLHgXJ4SKIfd5ePSX1hD,https://api.spotify.com/v1/audio-analysis/1wsLHgXJ4SKIfd5ePSX1hD,193377,4,1
One Direction,Rock Me,0.503,0.917,8,-3.595,1,0.055,0.0354,0,0.28,0.79,168.018,audio_features,7MbII8jWqFiTFYU3MPYEfW,spotify:track:7MbII8jWqFiTFYU3MPYEfW,https://api.spotify.com/v1/tracks/7MbII8jWqFiTFYU3MPYEfW,https://api.spotify.com/v1/audio-analysis/7MbII8jWqFiTFYU3MPYEfW,200040,4,1
Lika Morgan,Go with the Flow,0.724,0.901,11,-4.383,1,0.0763,0.133,0.000571,0.11,0.695,120.016,audio_features,3kMeE1blR28hmamxMvBQTQ,spotify:track:3kMeE1blR28hmamxMvBQTQ,https://api.spotify.com/v1/tracks/3kMeE1blR28hmamxMvBQTQ,https://api.spotify.com/v1/audio-analysis/3kMeE1blR28hmamxMvBQTQ,176625,4,1
Future,Mask Off,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,3rOSwuTsUlJp0Pu0MkN8r8,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,https://api.spotify.com/v1/tracks/3rOSwuTsUlJp0Pu0MkN8r8,https://api.spotify.com/v1/audio-analysis/3rOSwuTsUlJp0Pu0MkN8r8,204600,4,1
a-ha,Take On Me - 2016 Remastered,0.535,0.913,6,-6.874,0,0.047,0.0107,0.00126,0.0861,0.811,169.198,audio_features,7CO5PoqewhenbV3RpifBAC,spotify:track:7CO5PoqewhenbV3RpifBAC,https://api.spotify.com/v1/tracks/7CO5PoqewhenbV3RpifBAC,https://api.spotify.com/v1/audio-analysis/7CO5PoqewhenbV3RpifBAC,227600,4,1
SG Lewis,Sunsets - Pt. 2,0.705,0.578,7,-7.753,1,0.183,0.00869,0.0337,0.235,0.366,100.028,audio_features,6fxslcb7qqi2lvh9M7hHWW,spotify:track:6fxslcb7qqi2lvh9M7hHWW,https://api.spotify.com/v1/tracks/6fxslcb7qqi2lvh9M7hHWW,https://api.spotify.com/v1/audio-analysis/6fxslcb7qqi2lvh9M7hHWW,216497,4,1
Katrella,Find Our Way,0.807,0.748,1,-5.094,1,0.098,0.00397,0.00608,0.0846,0.649,124.055,audio_features,15q3tvurSaJtht2iFBTiz2,spotify:track:15q3tvurSaJtht2iFBTiz2,https://api.spotify.com/v1/tracks/15q3tvurSaJtht2iFBTiz2,https://api.spotify.com/v1/audio-analysis/15q3tvurSaJtht2iFBTiz2,162097,4,1
Rudimental,Feel The Love (feat. John Newman),0.382,0.677,1,-8.776,1,0.0654,0.00357,1.14e-05,0.69,0.245,180.035,audio_features,5crHvEPQ13FbQGQSscm5Ns,spotify:track:5crHvEPQ13FbQGQSscm5Ns,https://api.spotify.com/v1/tracks/5crHvEPQ13FbQGQSscm5Ns,https://api.spotify.com/v1/audio-analysis/5crHvEPQ13FbQGQSscm5Ns,219040,4,1
Vengaboys,We like to Party! (The Vengabus),0.785,0.905,8,-7.929,1,0.0449,0.00803,0.859,0.046,0.969,136.018,audio_features,3UL6Lzsocv9Ucizgzid2B0,spotify:track:3UL6Lzsocv9Ucizgzid2B0,https://api.spotify.com/v1/tracks/3UL6Lzsocv9Ucizgzid2B0,https://api.spotify.com/v1/audio-analysis/3UL6Lzsocv9Ucizgzid2B0,224227,4,1
"Earth, Wind & Fire",September,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,audio_features,0eEncOnmSHqnm1sgXsjUSA,spotify:track:0eEncOnmSHqnm1sgXsjUSA,https://api.spotify.com/v1/tracks/0eEncOnmSHqnm1sgXsjUSA,https://api.spotify.com/v1/audio-analysis/0eEncOnmSHqnm1sgXsjUSA,215093,4,1
Janet Jackson,Come Back to Me,0.203,0.414,5,-12.287,0,0.0297,0.615,0.0158,0.142,0.065,78.935,audio_features,0NSSqYISjnav81CEn6EgBY,spotify:track:0NSSqYISjnav81CEn6EgBY,https://api.spotify.com/v1/tracks/0NSSqYISjnav81CEn6EgBY,https://api.spotify.com/v1/audio-analysis/0NSSqYISjnav81CEn6EgBY,332742,4,0
Reba McEntire & Kelly Clarkson,Because of You,0.67,0.18,4,-13.408,0,0.0418,0.236,0.894,0.101,0.13,133.991,audio_features,6MI3UAphT0JmdUA9IXUKyh,spotify:track:6MI3UAphT0JmdUA9IXUKyh,https://api.spotify.com/v1/tracks/6MI3UAphT0JmdUA9IXUKyh,https://api.spotify.com/v1/audio-analysis/6MI3UAphT0JmdUA9IXUKyh,222799,4,0
Bruce Hornsby,Lost Soul,0.341,0.357,1,-8.239,1,0.027,0.775,0.000145,0.161,0.114,113.187,audio_features,2qNOtSVHKj11M5OkZ4lgR0,spotify:track:2qNOtSVHKj11M5OkZ4lgR0,https://api.spotify.com/v1/tracks/2qNOtSVHKj11M5OkZ4lgR0,https://api.spotify.com/v1/audio-analysis/2qNOtSVHKj11M5OkZ4lgR0,370520,3,0
Nazareth,Love Hurts,0.477,0.347,7,-11.847,1,0.0248,0.00482,0.00409,0.34,0.139,80.097,audio_features,1i5oEx2vFczQ2sCY3c6Kn5,spotify:track:1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/tracks/1i5oEx2vFczQ2sCY3c6Kn5,https://api.spotify.com/v1/audio-analysis/1i5oEx2vFczQ2sCY3c6Kn5,233133,4,0
Ofenbach,PARTY (feat. Wax and Herbal T) [Ofenbach vs. Lack Of Afro] - Ofenbach vs. Lack Of Afro,0.691,0.845,5,-4.27,0,0.0603,0.00391,2.7e-06,0.093,0.651,121.954,audio_features,33064BqXHOJyZXq0nEEqWA,spotify:track:33064BqXHOJyZXq0nEEqWA,https://api.spotify.com/v1/tracks/33064BqXHOJyZXq0nEEqWA,https://api.spotify.com/v1/audio-analysis/33064BqXHOJyZXq0nEEqWA,140094,4,1
Jerry Lee Lewis,Great Balls of Fire,0.592,0.627,10,-10.14,1,0.0662,0.55,0,0.43,0.909,79.567,audio_features,7xe3EQCvXnx6Q0zs41Y65n,spotify:track:7xe3EQCvXnx6Q0zs41Y65n,https://api.spotify.com/v1/tracks/7xe3EQCvXnx6Q0zs41Y65n,https://api.spotify.com/v1/audio-analysis/7xe3EQCvXnx6Q0zs41Y65n,111240,4,1
Neil Young,Winterlong,0.457,0.611,0,-5.532,1,0.029,0.421,0,0.223,0.541,99.84,audio_features,2SiN8njxfRDBEiXht5lV80,spotify:track:2SiN8njxfRDBEiXht5lV80,https://api.spotify.com/v1/tracks/2SiN8njxfRDBEiXht5lV80,https://api.spotify.com/v1/audio-analysis/2SiN8njxfRDBEiXht5lV80,188040,4,0
Wendy Rene,After Laughter (Comes Tears),0.422,0.171,1,-13.864,0,0.0352,0.169,1.68e-05,0.127,0.363,187.002,audio_features,1IXa70EPedlpafPL7Ood2z,spotify:track:1IXa70EPedlpafPL7Ood2z,https://api.spotify.com/v1/tracks/1IXa70EPedlpafPL7Ood2z,https://api.spotify.com/v1/audio-analysis/1IXa70EPedlpafPL7Ood2z,179413,4,1
Kidz Bop Kids,Cake By The Ocean,0.808,0.697,9,-3.939,1,0.0388,0.00112,0,0.0557,0.723,119.023,audio_features,1MbhZs4ycL1imDEq0Y0iJJ,spotify:track:1MbhZs4ycL1imDEq0Y0iJJ,https://api.spotify.com/v1/tracks/1MbhZs4ycL1imDEq0Y0iJJ,https://api.spotify.com/v1/audio-analysis/1MbhZs4ycL1imDEq0Y0iJJ,204533,4,1
Jay Hardway,Solid,0.603,0.739,11,-5.783,1,0.0395,0.002,0.746,0.651,0.21,128.029,audio_features,0LD50sctcOYbte6JrPLfvm,spotify:track:0LD50sctcOYbte6JrPLfvm,https://api.spotify.com/v1/tracks/0LD50sctcOYbte6JrPLfvm,https://api.spotify.com/v1/audio-analysis/0LD50sctcOYbte6JrPLfvm,171567,4,1
Haley Heynderickx,Oom Sha La La,0.538,0.417,2,-9.176,1,0.0361,0.275,0,0.206,0.252,115.422,audio_features,28kOpVf1aCgL0LSFfuKV4w,spotify:track:28kOpVf1aCgL0LSFfuKV4w,https://api.spotify.com/v1/tracks/28kOpVf1aCgL0LSFfuKV4w,https://api.spotify.com/v1/audio-analysis/28kOpVf1aCgL0LSFfuKV4w,177340,4,1
Justin Bieber,What Do You Mean?,0.841,0.571,5,-8.066,0,0.102,0.65,0.00033,0.0895,0.772,125.032,audio_features,6nRwc5GgNvBMkKaynhQzrm,spotify:track:6nRwc5GgNvBMkKaynhQzrm,https://api.spotify.com/v1/tracks/6nRwc5GgNvBMkKaynhQzrm,https://api.spotify.com/v1/audio-analysis/6nRwc5GgNvBMkKaynhQzrm,207547,4,1
My Birthday,Happy Birthday (LUCA),0.556,0.906,2,-5.621,1,0.0417,0.0365,0,0.36,0.86,167.979,audio_features,5ra94FxPoGjH6ZjV4GKNZ0,spotify:track:5ra94FxPoGjH6ZjV4GKNZ0,https://api.spotify.com/v1/tracks/5ra94FxPoGjH6ZjV4GKNZ0,https://api.spotify.com/v1/audio-analysis/5ra94FxPoGjH6ZjV4GKNZ0,178050,4,1
Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: Sequence: I. Dies irae",0.268,0.289,7,-17.841,0,0.0367,0.959,0.884,0.304,0.385,172.717,audio_features,7ke7UkQmmnwFF2HOkjfqql,spotify:track:7ke7UkQmmnwFF2HOkjfqql,https://api.spotify.com/v1/tracks/7ke7UkQmmnwFF2HOkjfqql,https://api.spotify.com/v1/audio-analysis/7ke7UkQmmnwFF2HOkjfqql,100907,4,1
Brandy,Have You Ever,0.698,0.533,2,-6.246,1,0.0437,0.542,0,0.333,0.275,134.001,audio_features,6tBD4yjOf9P8rWwUlXdJFm,spotify:track:6tBD4yjOf9P8rWwUlXdJFm,https://api.spotify.com/v1/tracks/6tBD4yjOf9P8rWwUlXdJFm,https://api.spotify.com/v1/audio-analysis/6tBD4yjOf9P8rWwUlXdJFm,273440,4,0
Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),0.505,0.397,5,-9.349,1,0.324,0.716,0,0.0853,0.558,95.063,audio_features,3eze1OsZ1rqeXkKStNfTmi,spotify:track:3eze1OsZ1rqeXkKStNfTmi,https://api.spotify.com/v1/tracks/3eze1OsZ1rqeXkKStNfTmi,https://api.spotify.com/v1/audio-analysis/3eze1OsZ1rqeXkKStNfTmi,219683,1,0
Alex Smith,Hose,0.682,0.801,5,-5.45,0,0.0731,0.0718,0,0.16,0.758,100.027,audio_features,7jv7aUfUlzyzt6u24LwPEh,spotify:track:7jv7aUfUlzyzt6u24LwPEh,https://api.spotify.com/v1/tracks/7jv7aUfUlzyzt6u24LwPEh,https://api.spotify.com/v1/audio-analysis/7jv7aUfUlzyzt6u24LwPEh,167531,4,1
Kidz Bop Kids,Uptown Funk,0.817,0.882,0,-3.86,1,0.241,0.0492,0,0.0488,0.769,115.017,audio_features,59JJfPTYKTm4hZJi3CvmDf,spotify:track:59JJfPTYKTm4hZJi3CvmDf,https://api.spotify.com/v1/tracks/59JJfPTYKTm4hZJi3CvmDf,https://api.spotify.com/v1/audio-analysis/59JJfPTYKTm4hZJi3CvmDf,224133,4,1
Britney Spears,Where Are You Now,0.636,0.489,9,-8.098,1,0.0263,0.337,0,0.291,0.297,125.616,audio_features,4MOBPIIRUgHTBAp0NpgLTm,spotify:track:4MOBPIIRUgHTBAp0NpgLTm,https://api.spotify.com/v1/tracks/4MOBPIIRUgHTBAp0NpgLTm,https://api.spotify.com/v1/audio-analysis/4MOBPIIRUgHTBAp0NpgLTm,279387,4,0
Emily Osment,Hero In Me,0.611,0.805,11,-3.539,1,0.0867,0.115,0,0.376,0.744,165.823,audio_features,4jPsaBoRGfrs7QhsIeZ1Fy,spotify:track:4jPsaBoRGfrs7QhsIeZ1Fy,https://api.spotify.com/v1/tracks/4jPsaBoRGfrs7QhsIeZ1Fy,https://api.spotify.com/v1/audio-analysis/4jPsaBoRGfrs7QhsIeZ1Fy,140507,4,1
The replacements,Unsatisfied,0.529,0.811,0,-7.343,1,0.0318,0.0481,0.000358,0.367,0.438,121.259,audio_features,4QuYdbaC0j3lzmt5hLgMjj,spotify:track:4QuYdbaC0j3lzmt5hLgMjj,https://api.spotify.com/v1/tracks/4QuYdbaC0j3lzmt5hLgMjj,https://api.spotify.com/v1/audio-analysis/4QuYdbaC0j3lzmt5hLgMjj,241773,4,0
Various Artists,Megan Trainor - Happy Holidays,0,0.849,4,-3.922,0,0,0.685,0,0.764,0,0,audio_features,4IFFcFkAHUjVfjZtAW0Mlo,spotify:track:4IFFcFkAHUjVfjZtAW0Mlo,https://api.spotify.com/v1/tracks/4IFFcFkAHUjVfjZtAW0Mlo,https://api.spotify.com/v1/audio-analysis/4IFFcFkAHUjVfjZtAW0Mlo,10136,0,1
Susan Boyle,I Dreamed a Dream,0.286,0.378,10,-8.752,1,0.0382,0.803,0.000518,0.107,0.113,69.316,audio_features,1uenbEVPd129TmVPXyn9Lv,spotify:track:1uenbEVPd129TmVPXyn9Lv,https://api.spotify.com/v1/tracks/1uenbEVPd129TmVPXyn9Lv,https://api.spotify.com/v1/audio-analysis/1uenbEVPd129TmVPXyn9Lv,190560,4,0
Soft Cell,"Say Hello, Wave Goodbye",0.48,0.444,0,-11.842,1,0.0311,0.524,0,0.139,0.496,102.358,audio_features,3dHZA5mbQ6AjBwn6TbbyfT,spotify:track:3dHZA5mbQ6AjBwn6TbbyfT,https://api.spotify.com/v1/tracks/3dHZA5mbQ6AjBwn6TbbyfT,https://api.spotify.com/v1/audio-analysis/3dHZA5mbQ6AjBwn6TbbyfT,330107,4,0
Master Blaster,Everywhere - Nightcore Edit,0.552,0.985,5,-5.342,1,0.136,0.0182,0.000307,0.17,0.798,165.511,audio_features,1IncldZIY9TZjWQxNd1G1M,spotify:track:1IncldZIY9TZjWQxNd1G1M,https://api.spotify.com/v1/tracks/1IncldZIY9TZjWQxNd1G1M,https://api.spotify.com/v1/audio-analysis/1IncldZIY9TZjWQxNd1G1M,164999,4,1
Andrew W.K.,Party Hard,0.461,0.994,4,-3.413,1,0.0429,3.08e-05,9.92e-06,0.156,0.751,162.171,audio_features,72arBimTMao2pv0lskTwkR,spotify:track:72arBimTMao2pv0lskTwkR,https://api.spotify.com/v1/tracks/72arBimTMao2pv0lskTwkR,https://api.spotify.com/v1/audio-analysis/72arBimTMao2pv0lskTwkR,184907,4,1
Deee-Lite,Groove Is In The Heart,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2UVLuddklEVak5PXgC7baA,spotify:track:2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/tracks/2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/audio-analysis/2UVLuddklEVak5PXgC7baA,231787,4,1
The Supremes,Baby Love,0.582,0.636,0,-9.266,1,0.0381,0.782,0,0.534,0.715,135.769,audio_features,5uES1C2NgkdrNHiCwf9jRr,spotify:track:5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/tracks/5uES1C2NgkdrNHiCwf9jRr,https://api.spotify.com/v1/audio-analysis/5uES1C2NgkdrNHiCwf9jRr,158040,4,1
JP Cooper,She's On My Mind - Ryan Riback Remix,0.573,0.708,4,-5.284,0,0.0765,0.00618,4e-05,0.069,0.281,96.104,audio_features,75dDeYG4K2vJedj6SIUnuV,spotify:track:75dDeYG4K2vJedj6SIUnuV,https://api.spotify.com/v1/tracks/75dDeYG4K2vJedj6SIUnuV,https://api.spotify.com/v1/audio-analysis/75dDeYG4K2vJedj6SIUnuV,204590,4,1
Kids Pop Hitz,Best Song Ever,0.711,0.646,1,-8.971,1,0.0342,0.00846,1.68e-06,0.0734,0.431,118.49,audio_features,4oU337T8vCJwZauZg9KUSk,spotify:track:4oU337T8vCJwZauZg9KUSk,https://api.spotify.com/v1/tracks/4oU337T8vCJwZauZg9KUSk,https://api.spotify.com/v1/audio-analysis/4oU337T8vCJwZauZg9KUSk,200825,4,1
Vance Joy,Riptide,0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280,4,1
Steve Winwood,Roll With It,0.759,0.645,0,-13.352,1,0.0276,0.07,0.0403,0.0986,0.954,117.254,audio_features,2QlPByrmEO9XciNBXCrawR,spotify:track:2QlPByrmEO9XciNBXCrawR,https://api.spotify.com/v1/tracks/2QlPByrmEO9XciNBXCrawR,https://api.spotify.com/v1/audio-analysis/2QlPByrmEO9XciNBXCrawR,320733,4,1
Kid Cudi,Pursuit Of Happiness (Nightmare),0.629,0.622,0,-8.906,1,0.0404,0.511,0.000174,0.383,0.264,115.293,audio_features,5iSEsR6NKjlC9SrIJkyL3k,spotify:track:5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/tracks/5iSEsR6NKjlC9SrIJkyL3k,https://api.spotify.com/v1/audio-analysis/5iSEsR6NKjlC9SrIJkyL3k,295293,4,1
Christina Aguilera,Fall In Line,0.39,0.631,9,-4.701,0,0.0769,0.209,0,0.277,0.197,123.042,audio_features,25qfFpoGhk9Njgu5nl36sS,spotify:track:25qfFpoGhk9Njgu5nl36sS,https://api.spotify.com/v1/tracks/25qfFpoGhk9Njgu5nl36sS,https://api.spotify.com/v1/audio-analysis/25qfFpoGhk9Njgu5nl36sS,248544,3,1
Hamzaa,Stranded Love,0.491,0.643,0,-5.728,0,0.24,0.48,0,0.0939,0.38,75.353,audio_features,68PeaGfaZL9SahOS2z2zsa,spotify:track:68PeaGfaZL9SahOS2z2zsa,https://api.spotify.com/v1/tracks/68PeaGfaZL9SahOS2z2zsa,https://api.spotify.com/v1/audio-analysis/68PeaGfaZL9SahOS2z2zsa,211800,4,0
Frankie Valli & The Four Seasons,"December, 1963 (Oh What A Night!)",0.727,0.588,1,-9.568,1,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,audio_features,7ePFDzrnLt3Ynqgy2UFWri,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,https://api.spotify.com/v1/tracks/7ePFDzrnLt3Ynqgy2UFWri,https://api.spotify.com/v1/audio-analysis/7ePFDzrnLt3Ynqgy2UFWri,201093,4,1
Limp Bizkit,Rollin' (Air Raid Vehicle),0.602,0.931,1,-3.381,1,0.171,0.00536,0,0.172,0.693,96.251,audio_features,5eVPm3aq8XL7B3J7JqPfe5,spotify:track:5eVPm3aq8XL7B3J7JqPfe5,https://api.spotify.com/v1/tracks/5eVPm3aq8XL7B3J7JqPfe5,https://api.spotify.com/v1/audio-analysis/5eVPm3aq8XL7B3J7JqPfe5,213773,4,1
Amen Dunes,Believe,0.548,0.697,10,-7.952,0,0.0229,0.124,0.0372,0.105,0.597,94.506,audio_features,67FXBwCa6eU1uBaEdK3T9O,spotify:track:67FXBwCa6eU1uBaEdK3T9O,https://api.spotify.com/v1/tracks/67FXBwCa6eU1uBaEdK3T9O,https://api.spotify.com/v1/audio-analysis/67FXBwCa6eU1uBaEdK3T9O,346493,4,0
Rage Against The Machine,Killing In The Name,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,audio_features,59WN2psjkt1tyaxjspN8fp,spotify:track:59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/tracks/59WN2psjkt1tyaxjspN8fp,https://api.spotify.com/v1/audio-analysis/59WN2psjkt1tyaxjspN8fp,313573,4,1
Imagine Dragons,I’m So Sorry,0.57,0.687,2,-6.258,0,0.0406,0.126,2.75e-06,0.247,0.405,71.408,audio_features,5lGBFN2ZANr2l1mKrdDlFp,spotify:track:5lGBFN2ZANr2l1mKrdDlFp,https://api.spotify.com/v1/tracks/5lGBFN2ZANr2l1mKrdDlFp,https://api.spotify.com/v1/audio-analysis/5lGBFN2ZANr2l1mKrdDlFp,230347,4,1
Khalid,Love Lies (with Normani),0.708,0.648,6,-5.626,1,0.0449,0.0956,0,0.134,0.338,143.955,audio_features,45Egmo7icyopuzJN0oMEdk,spotify:track:45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,201707,4,1
NEIKED,Sexual - Oliver Nelson Remix / Radio Edit,0.741,0.851,2,-5.336,1,0.0574,0.032,0.000115,0.114,0.946,111.973,audio_features,55JBawJRzYIsYMLBxi2AGC,spotify:track:55JBawJRzYIsYMLBxi2AGC,https://api.spotify.com/v1/tracks/55JBawJRzYIsYMLBxi2AGC,https://api.spotify.com/v1/audio-analysis/55JBawJRzYIsYMLBxi2AGC,200893,4,1
Daughter,Medicine,0.252,0.292,3,-12.303,1,0.0282,0.117,0.359,0.414,0.195,95.405,audio_features,4IdTfTkCq56ILdow407QWt,spotify:track:4IdTfTkCq56ILdow407QWt,https://api.spotify.com/v1/tracks/4IdTfTkCq56ILdow407QWt,https://api.spotify.com/v1/audio-analysis/4IdTfTkCq56ILdow407QWt,267160,3,0
Maroon 5,Sugar,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,audio_features,494OU6M7NOf4ICYb4zWCf5,spotify:track:494OU6M7NOf4ICYb4zWCf5,https://api.spotify.com/v1/tracks/494OU6M7NOf4ICYb4zWCf5,https://api.spotify.com/v1/audio-analysis/494OU6M7NOf4ICYb4zWCf5,235493,4,1
Jess Glynne,123,0.707,0.674,1,-5.578,1,0.177,0.0901,0,0.115,0.928,95.02,audio_features,3gFgp6Ofp808Kc2qLQiN5e,spotify:track:3gFgp6Ofp808Kc2qLQiN5e,https://api.spotify.com/v1/tracks/3gFgp6Ofp808Kc2qLQiN5e,https://api.spotify.com/v1/audio-analysis/3gFgp6Ofp808Kc2qLQiN5e,190280,4,1
Foreigner,I Want to Know What Love Is,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,audio_features,1JLn8RhQzHz3qDqsChcmBl,spotify:track:1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/tracks/1JLn8RhQzHz3qDqsChcmBl,https://api.spotify.com/v1/audio-analysis/1JLn8RhQzHz3qDqsChcmBl,304787,4,0
Weyes Blood,Used to Be,0.266,0.323,3,-8.683,0,0.031,0.708,0.537,0.131,0.0632,146.792,audio_features,1e0Nx9Qzvuyf77jFUqVPPK,spotify:track:1e0Nx9Qzvuyf77jFUqVPPK,https://api.spotify.com/v1/tracks/1e0Nx9Qzvuyf77jFUqVPPK,https://api.spotify.com/v1/audio-analysis/1e0Nx9Qzvuyf77jFUqVPPK,272987,4,0
