artists,songs,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,happy/sad
Kidz Bop Kids,Best Day of My Life,0.705,0.915,9,-2.698,1,0.0595,0.0773,0,0.0545,0.684,100.042,audio_features,7j8QypxFblTAO4UHDBXOlV,spotify:track:7j8QypxFblTAO4UHDBXOlV,https://api.spotify.com/v1/tracks/7j8QypxFblTAO4UHDBXOlV,https://api.spotify.com/v1/audio-analysis/7j8QypxFblTAO4UHDBXOlV,194040,4,1
Old Dominion,Shut Me Up,0.55,0.893,0,-3.654,1,0.0409,0.102,0,0.232,0.844,151.993,audio_features,3q58p4VtZeB8yjncsLZiIs,spotify:track:3q58p4VtZeB8yjncsLZiIs,https://api.spotify.com/v1/tracks/3q58p4VtZeB8yjncsLZiIs,https://api.spotify.com/v1/audio-analysis/3q58p4VtZeB8yjncsLZiIs,170053,4,1
The Marmalade,Reflections of My Life,0.505,0.626,7,-6.411,1,0.0431,0.838,2.66e-05,0.944,0.407,94.669,audio_features,6rfD32x69f5xbUj5wnRMmi,spotify:track:6rfD32x69f5xbUj5wnRMmi,https://api.spotify.com/v1/tracks/6rfD32x69f5xbUj5wnRMmi,https://api.spotify.com/v1/audio-analysis/6rfD32x69f5xbUj5wnRMmi,306264,4,0
Bobby Darin,Dream Lover,0.526,0.774,5,-1.692,1,0.0459,0.715,0,0.437,0.715,131.715,audio_features,3YM4s7iD4LLkPcmdCztWdd,spotify:track:3YM4s7iD4LLkPcmdCztWdd,https://api.spotify.com/v1/tracks/3YM4s7iD4LLkPcmdCztWdd,https://api.spotify.com/v1/audio-analysis/3YM4s7iD4LLkPcmdCztWdd,150706,4,1
High N Wild,This Time,0.578,0.861,6,-4.591,0,0.133,0.0244,0.0101,0.169,0.156,125.062,audio_features,3ax8cEat0njZGZHwT2fKrS,spotify:track:3ax8cEat0njZGZHwT2fKrS,https://api.spotify.com/v1/tracks/3ax8cEat0njZGZHwT2fKrS,https://api.spotify.com/v1/audio-analysis/3ax8cEat0njZGZHwT2fKrS,188160,4,1
Post Malone,rockstar,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,audio_features,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,218320,4,1
5th Dimension,One Less Bell to Answer,0.247,0.31,2,-10.487,1,0.0309,0.745,1.86e-05,0.205,0.483,198.82,audio_features,5766QQQ0ssrdVAe7VGE2BM,spotify:track:5766QQQ0ssrdVAe7VGE2BM,https://api.spotify.com/v1/tracks/5766QQQ0ssrdVAe7VGE2BM,https://api.spotify.com/v1/audio-analysis/5766QQQ0ssrdVAe7VGE2BM,207907,3,0
Wicca Phase Springs Eternal,Secret Boy,0.7,0.217,7,-12.179,1,0.0443,0.711,0.00663,0.103,0.0585,112.988,audio_features,0Hq8fb4SRfOV6wANf3PpwJ,spotify:track:0Hq8fb4SRfOV6wANf3PpwJ,https://api.spotify.com/v1/tracks/0Hq8fb4SRfOV6wANf3PpwJ,https://api.spotify.com/v1/audio-analysis/0Hq8fb4SRfOV6wANf3PpwJ,250191,4,0
Carly Simon,That's The Way I've Always Heard It Should Be,0.4,0.0897,0,-19.012,1,0.0288,0.938,0.000521,0.0847,0.24,70.387,audio_features,4jkn5PRfAJoKfXF0OPL7n7,spotify:track:4jkn5PRfAJoKfXF0OPL7n7,https://api.spotify.com/v1/tracks/4jkn5PRfAJoKfXF0OPL7n7,https://api.spotify.com/v1/audio-analysis/4jkn5PRfAJoKfXF0OPL7n7,258133,4,0
DJ Fresh,Hot Right Now - Radio Edit,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,audio_features,7uHw9gnuf6Fq8nKYFg4p1E,spotify:track:7uHw9gnuf6Fq8nKYFg4p1E,https://api.spotify.com/v1/tracks/7uHw9gnuf6Fq8nKYFg4p1E,https://api.spotify.com/v1/audio-analysis/7uHw9gnuf6Fq8nKYFg4p1E,182333,4,1
Zara Larsson,I Would Like - R3hab Remix,0.672,0.763,2,-3.864,0,0.0565,0.0728,0,0.135,0.318,139.94,audio_features,6gXTlkZQjtNo5j3Kp86H4G,spotify:track:6gXTlkZQjtNo5j3Kp86H4G,https://api.spotify.com/v1/tracks/6gXTlkZQjtNo5j3Kp86H4G,https://api.spotify.com/v1/audio-analysis/6gXTlkZQjtNo5j3Kp86H4G,147000,4,1
Tez Cadey,Seve - Radio Edit,0.74,0.831,5,-7.321,1,0.0456,0.444,0.00304,0.0769,0.448,121.034,audio_features,6UqRGwjwYL0stXbaodTxwo,spotify:track:6UqRGwjwYL0stXbaodTxwo,https://api.spotify.com/v1/tracks/6UqRGwjwYL0stXbaodTxwo,https://api.spotify.com/v1/audio-analysis/6UqRGwjwYL0stXbaodTxwo,210853,4,1
Kendrick Lamar,HUMBLE.,0.907,0.591,1,-7.507,0,0.105,0.000359,2.81e-05,0.0897,0.418,149.992,audio_features,31c9IHwCIONmUYW0jL7Riz,spotify:track:31c9IHwCIONmUYW0jL7Riz,https://api.spotify.com/v1/tracks/31c9IHwCIONmUYW0jL7Riz,https://api.spotify.com/v1/audio-analysis/31c9IHwCIONmUYW0jL7Riz,177604,4,1
Jessie J,Bang Bang,0.703,0.747,0,-4.446,0,0.0895,0.283,0,0.396,0.7,149.974,audio_features,466s1BacUmiRdR3ISvNjyx,spotify:track:466s1BacUmiRdR3ISvNjyx,https://api.spotify.com/v1/tracks/466s1BacUmiRdR3ISvNjyx,https://api.spotify.com/v1/audio-analysis/466s1BacUmiRdR3ISvNjyx,199320,4,1
My Birthday,Happy Birthday (STIJN),0.568,0.907,2,-5.648,1,0.0404,0.0388,0,0.358,0.876,167.979,audio_features,3zAYwxSs6bPBseVApwSoK6,spotify:track:3zAYwxSs6bPBseVApwSoK6,https://api.spotify.com/v1/tracks/3zAYwxSs6bPBseVApwSoK6,https://api.spotify.com/v1/audio-analysis/3zAYwxSs6bPBseVApwSoK6,178050,4,1
Diana Ross,Missing You,0.644,0.355,4,-11.41,0,0.0366,0.658,0.00116,0.0485,0.187,86.822,audio_features,0jVfjWK9DUc5ShqwwPADyp,spotify:track:0jVfjWK9DUc5ShqwwPADyp,https://api.spotify.com/v1/tracks/0jVfjWK9DUc5ShqwwPADyp,https://api.spotify.com/v1/audio-analysis/0jVfjWK9DUc5ShqwwPADyp,245347,4,0
The Weeknd,Wasted Times,0.562,0.674,10,-6.049,0,0.0851,0.622,2.04e-05,0.111,0.293,122.699,audio_features,72TyiiduRmczEbDIEtKQdR,spotify:track:72TyiiduRmczEbDIEtKQdR,https://api.spotify.com/v1/tracks/72TyiiduRmczEbDIEtKQdR,https://api.spotify.com/v1/audio-analysis/72TyiiduRmczEbDIEtKQdR,220293,4,0
MØ,Sun In Our Eyes,0.757,0.832,4,-3.318,0,0.0758,0.0384,0.00241,0.661,0.386,125.894,audio_features,5vsRm2aCBl5T2qdpvwtrf6,spotify:track:5vsRm2aCBl5T2qdpvwtrf6,https://api.spotify.com/v1/tracks/5vsRm2aCBl5T2qdpvwtrf6,https://api.spotify.com/v1/audio-analysis/5vsRm2aCBl5T2qdpvwtrf6,217933,4,1
5 Seconds of Summer,Better Man,0.676,0.863,0,-3.924,1,0.0828,0.0674,0,0.0616,0.529,98.039,audio_features,40rMvmTT9RX4KB0JzMNYZO,spotify:track:40rMvmTT9RX4KB0JzMNYZO,https://api.spotify.com/v1/tracks/40rMvmTT9RX4KB0JzMNYZO,https://api.spotify.com/v1/audio-analysis/40rMvmTT9RX4KB0JzMNYZO,189630,4,1
Mashd N Kutcher,Need Me,0.705,0.832,2,-4.594,1,0.0438,0.138,0,0.0987,0.528,110.007,audio_features,6E36TvmibEveXov0iKIugb,spotify:track:6E36TvmibEveXov0iKIugb,https://api.spotify.com/v1/tracks/6E36TvmibEveXov0iKIugb,https://api.spotify.com/v1/audio-analysis/6E36TvmibEveXov0iKIugb,208679,4,1
Paul McCartney,Great Day,0.566,0.49,9,-11.703,1,0.0402,0.646,7.34e-05,0.212,0.601,85.615,audio_features,01FS6G2ot9DT7yJ9JnvZva,spotify:track:01FS6G2ot9DT7yJ9JnvZva,https://api.spotify.com/v1/tracks/01FS6G2ot9DT7yJ9JnvZva,https://api.spotify.com/v1/audio-analysis/01FS6G2ot9DT7yJ9JnvZva,128853,4,1
The Turtles,Happy Together,0.584,0.367,6,-9.638,0,0.0328,0.55,1.38e-05,0.0818,0.588,120.175,audio_features,1JO1xLtVc8mWhIoE3YaCL0,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/tracks/1JO1xLtVc8mWhIoE3YaCL0,https://api.spotify.com/v1/audio-analysis/1JO1xLtVc8mWhIoE3YaCL0,176293,4,1
Basic Tape,Melody,0.631,0.816,0,-3.301,1,0.0356,0.348,2.23e-06,0.163,0.596,123.018,audio_features,6cTXUjWG4QUUSivqrthXRc,spotify:track:6cTXUjWG4QUUSivqrthXRc,https://api.spotify.com/v1/tracks/6cTXUjWG4QUUSivqrthXRc,https://api.spotify.com/v1/audio-analysis/6cTXUjWG4QUUSivqrthXRc,184009,4,1
DNCE,Cake By The Ocean,0.768,0.756,4,-5.428,0,0.053,0.152,0,0.0618,0.897,118.993,audio_features,45HvLqRRjCHi0151zSa1X8,spotify:track:45HvLqRRjCHi0151zSa1X8,https://api.spotify.com/v1/tracks/45HvLqRRjCHi0151zSa1X8,https://api.spotify.com/v1/audio-analysis/45HvLqRRjCHi0151zSa1X8,218440,4,1
Air Supply,All Out of Love,0.512,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.381,audio_features,7dQC53NiYOY9gKg3Qsu2Bs,spotify:track:7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/tracks/7dQC53NiYOY9gKg3Qsu2Bs,https://api.spotify.com/v1/audio-analysis/7dQC53NiYOY9gKg3Qsu2Bs,243000,4,0
Lesley Roy,Unbeautiful,0.471,0.92,4,-4.155,1,0.044,0.0373,0,0.0772,0.251,132.084,audio_features,1W5hsd7R9TZRJ4Zw8NuFjK,spotify:track:1W5hsd7R9TZRJ4Zw8NuFjK,https://api.spotify.com/v1/tracks/1W5hsd7R9TZRJ4Zw8NuFjK,https://api.spotify.com/v1/audio-analysis/1W5hsd7R9TZRJ4Zw8NuFjK,231333,4,0
50 Cent,So Amazing,0.772,0.724,10,-5.108,0,0.253,0.054,0,0.286,0.886,94.966,audio_features,6NvtFmyLeyMA8S7xzuIVDz,spotify:track:6NvtFmyLeyMA8S7xzuIVDz,https://api.spotify.com/v1/tracks/6NvtFmyLeyMA8S7xzuIVDz,https://api.spotify.com/v1/audio-analysis/6NvtFmyLeyMA8S7xzuIVDz,196507,4,1
The Avett Brothers,Ain't No Man,0.766,0.695,11,-5.564,1,0.341,0.315,0,0.112,0.766,90.805,audio_features,6XMYnm4OTEysN8blzqiCL9,spotify:track:6XMYnm4OTEysN8blzqiCL9,https://api.spotify.com/v1/tracks/6XMYnm4OTEysN8blzqiCL9,https://api.spotify.com/v1/audio-analysis/6XMYnm4OTEysN8blzqiCL9,212347,4,1
Too $hort,I'm A Stop,0.688,0.694,8,-6.05,0,0.186,0.00258,2.08e-06,0.158,0.397,81.211,audio_features,0Sm6lPqzdZjSkTtaiMabPv,spotify:track:0Sm6lPqzdZjSkTtaiMabPv,https://api.spotify.com/v1/tracks/0Sm6lPqzdZjSkTtaiMabPv,https://api.spotify.com/v1/audio-analysis/0Sm6lPqzdZjSkTtaiMabPv,298547,4,1
Christopher Wilde,Hero,0.333,0.902,3,-4.65,1,0.123,0.0279,0,0.115,0.601,185.539,audio_features,3q3pZHncNkvIWJebMeuQqQ,spotify:track:3q3pZHncNkvIWJebMeuQqQ,https://api.spotify.com/v1/tracks/3q3pZHncNkvIWJebMeuQqQ,https://api.spotify.com/v1/audio-analysis/3q3pZHncNkvIWJebMeuQqQ,196893,4,1
Nicholas Hooper,Professor Umbridge,0.479,0.267,4,-17.335,0,0.041,0.699,0.722,0.339,0.108,140.217,audio_features,5XbDL9Otyn3C9vAY3awneT,spotify:track:5XbDL9Otyn3C9vAY3awneT,https://api.spotify.com/v1/tracks/5XbDL9Otyn3C9vAY3awneT,https://api.spotify.com/v1/audio-analysis/5XbDL9Otyn3C9vAY3awneT,152600,4,1
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),0.734,0.765,7,-5.562,1,0.0621,0.151,0,0.231,0.518,109.989,audio_features,3DGar7krWlmrXRFHBcQF6z,spotify:track:3DGar7krWlmrXRFHBcQF6z,https://api.spotify.com/v1/tracks/3DGar7krWlmrXRFHBcQF6z,https://api.spotify.com/v1/audio-analysis/3DGar7krWlmrXRFHBcQF6z,163636,4,1
Hellberg,Headlights,0.376,0.591,4,-6.768,1,0.129,0.00745,0,0.0866,0.367,95.709,audio_features,2nfvybU2w0S5X6Qp2A6HA1,spotify:track:2nfvybU2w0S5X6Qp2A6HA1,https://api.spotify.com/v1/tracks/2nfvybU2w0S5X6Qp2A6HA1,https://api.spotify.com/v1/audio-analysis/2nfvybU2w0S5X6Qp2A6HA1,203653,4,1
Jazzanova,Follow Your Feet - Wankelmut Remix,0.684,0.796,5,-8.013,0,0.0468,0.00367,0.0179,0.0897,0.468,123.028,audio_features,6DgHwjflvz7RAFAIpmjaau,spotify:track:6DgHwjflvz7RAFAIpmjaau,https://api.spotify.com/v1/tracks/6DgHwjflvz7RAFAIpmjaau,https://api.spotify.com/v1/audio-analysis/6DgHwjflvz7RAFAIpmjaau,222480,4,1
Justin Bieber,Friends (with BloodPop®),0.744,0.739,8,-5.35,1,0.0387,0.00459,0,0.306,0.649,104.99,audio_features,7nZmah2llfvLDiUjm0kiyz,spotify:track:7nZmah2llfvLDiUjm0kiyz,https://api.spotify.com/v1/tracks/7nZmah2llfvLDiUjm0kiyz,https://api.spotify.com/v1/audio-analysis/7nZmah2llfvLDiUjm0kiyz,189467,4,1
Guns N' Roses,Knockin' On Heaven's Door,0.486,0.747,6,-7.248,1,0.0407,0.0203,0.00607,0.0992,0.368,132.29,audio_features,7gXdAqJLCa5aYUeLVxosOz,spotify:track:7gXdAqJLCa5aYUeLVxosOz,https://api.spotify.com/v1/tracks/7gXdAqJLCa5aYUeLVxosOz,https://api.spotify.com/v1/audio-analysis/7gXdAqJLCa5aYUeLVxosOz,336000,4,1
Leona Lewis,Run,0.302,0.461,5,-6.166,0,0.0292,0.43,5.61e-06,0.122,0.0932,142.434,audio_features,4hrAKlxfblnG7llBEEX7TR,spotify:track:4hrAKlxfblnG7llBEEX7TR,https://api.spotify.com/v1/tracks/4hrAKlxfblnG7llBEEX7TR,https://api.spotify.com/v1/audio-analysis/4hrAKlxfblnG7llBEEX7TR,314720,4,0
Ed Sheeran,Dive,0.761,0.386,4,-6.158,1,0.0399,0.355,0,0.0953,0.526,134.943,audio_features,51ChrwmUPDJvedPQnIU8Ls,spotify:track:51ChrwmUPDJvedPQnIU8Ls,https://api.spotify.com/v1/tracks/51ChrwmUPDJvedPQnIU8Ls,https://api.spotify.com/v1/audio-analysis/51ChrwmUPDJvedPQnIU8Ls,238440,3,1
Gilbert O'Sullivan,Alone Again (Naturally),0.558,0.464,8,-8.488,0,0.0354,0.583,0.000133,0.159,0.559,171.762,audio_features,6vuEG9sZtC4W2zT64f7zLF,spotify:track:6vuEG9sZtC4W2zT64f7zLF,https://api.spotify.com/v1/tracks/6vuEG9sZtC4W2zT64f7zLF,https://api.spotify.com/v1/audio-analysis/6vuEG9sZtC4W2zT64f7zLF,217729,4,0
Jonas Blue,By Your Side,0.696,0.743,6,-3.838,1,0.0331,0.0778,0,0.0581,0.644,122.978,audio_features,1D3ODoXHBLpdxolZRHWV1j,spotify:track:1D3ODoXHBLpdxolZRHWV1j,https://api.spotify.com/v1/tracks/1D3ODoXHBLpdxolZRHWV1j,https://api.spotify.com/v1/audio-analysis/1D3ODoXHBLpdxolZRHWV1j,201254,4,1
KREAM,Know This Love (feat. Litens),0.631,0.835,2,-5.214,1,0.0568,0.113,1.2e-05,0.331,0.466,98.971,audio_features,39hLretmopOOE5wMtXJ0YN,spotify:track:39hLretmopOOE5wMtXJ0YN,https://api.spotify.com/v1/tracks/39hLretmopOOE5wMtXJ0YN,https://api.spotify.com/v1/audio-analysis/39hLretmopOOE5wMtXJ0YN,225638,4,0
Electric Light Orchestra,Don't Bring Me Down,0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,audio_features,72ahyckBJfTigJCFCviVN7,spotify:track:72ahyckBJfTigJCFCviVN7,https://api.spotify.com/v1/tracks/72ahyckBJfTigJCFCviVN7,https://api.spotify.com/v1/audio-analysis/72ahyckBJfTigJCFCviVN7,243373,4,1
Roy Orbison,It's Over,0.483,0.336,0,-11.062,1,0.0255,0.768,0.000541,0.128,0.56,90.361,audio_features,0a4jcrnAjE7BcOo6B0hdRV,spotify:track:0a4jcrnAjE7BcOo6B0hdRV,https://api.spotify.com/v1/tracks/0a4jcrnAjE7BcOo6B0hdRV,https://api.spotify.com/v1/audio-analysis/0a4jcrnAjE7BcOo6B0hdRV,167307,4,0
DJ Gollum,All the Things She Said (feat. Scarlet) - Nightcore Edit,0.396,0.887,11,-7.162,1,0.062,0.00128,0.45,0.114,0.517,170.386,audio_features,4uZjLe0eCDdMgDxaxqTNFw,spotify:track:4uZjLe0eCDdMgDxaxqTNFw,https://api.spotify.com/v1/tracks/4uZjLe0eCDdMgDxaxqTNFw,https://api.spotify.com/v1/audio-analysis/4uZjLe0eCDdMgDxaxqTNFw,172497,3,1
Zara Larsson,Lush Life,0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,audio_features,0r4SsYcwvd8URat6AS2m6f,spotify:track:0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/tracks/0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/audio-analysis/0r4SsYcwvd8URat6AS2m6f,201122,4,1
Calvin Harris,My Way,0.819,0.913,4,-3.059,0,0.0427,0.0935,3.72e-05,0.161,0.536,119.989,audio_features,1vvNmPOiUuyCbgWmtc6yfm,spotify:track:1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/tracks/1vvNmPOiUuyCbgWmtc6yfm,https://api.spotify.com/v1/audio-analysis/1vvNmPOiUuyCbgWmtc6yfm,219160,4,1
The Puppini Sisters,Mele Kalikimaka,0.62,0.606,3,-6.995,1,0.251,0.651,0,0.0727,0.677,205.554,audio_features,4GlFEzKlLRxRjpPlGH3kll,spotify:track:4GlFEzKlLRxRjpPlGH3kll,https://api.spotify.com/v1/tracks/4GlFEzKlLRxRjpPlGH3kll,https://api.spotify.com/v1/audio-analysis/4GlFEzKlLRxRjpPlGH3kll,176933,4,1
Faces,Stay with Me - 2008 Remastered Version,0.274,0.88,9,-8.154,1,0.0465,0.0486,0.141,0.16,0.826,181.879,audio_features,6qpWQy2fQy7X0jJTg7UoiO,spotify:track:6qpWQy2fQy7X0jJTg7UoiO,https://api.spotify.com/v1/tracks/6qpWQy2fQy7X0jJTg7UoiO,https://api.spotify.com/v1/audio-analysis/6qpWQy2fQy7X0jJTg7UoiO,279320,4,1
Kate Bush,This Woman's Work,0.353,0.113,8,-18.752,1,0.0399,0.888,4.77e-05,0.121,0.169,128.304,audio_features,4F6ihtOUcj1uLWdSkc1RzG,spotify:track:4F6ihtOUcj1uLWdSkc1RzG,https://api.spotify.com/v1/tracks/4F6ihtOUcj1uLWdSkc1RzG,https://api.spotify.com/v1/audio-analysis/4F6ihtOUcj1uLWdSkc1RzG,214000,4,0
Lloyd Banks,"Beamer, Benz, Or Bentley",0.652,0.671,4,-5.376,0,0.315,0.00402,2.89e-05,0.598,0.518,159.963,audio_features,0cNJ3huiV99wvUN1tmQLTL,spotify:track:0cNJ3huiV99wvUN1tmQLTL,https://api.spotify.com/v1/tracks/0cNJ3huiV99wvUN1tmQLTL,https://api.spotify.com/v1/audio-analysis/0cNJ3huiV99wvUN1tmQLTL,208387,4,1
Flatbush Zombies,YouAreMySunshine,0.703,0.514,5,-15.59,0,0.374,0.892,0,0.354,0.315,132.026,audio_features,6w1xCFcN4NlXaqLAv1dYcv,spotify:track:6w1xCFcN4NlXaqLAv1dYcv,https://api.spotify.com/v1/tracks/6w1xCFcN4NlXaqLAv1dYcv,https://api.spotify.com/v1/audio-analysis/6w1xCFcN4NlXaqLAv1dYcv,169743,4,0
Frank Sinatra,Santa Claus Is Comin' to Town,0.636,0.178,7,-12.179,0,0.0656,0.663,0,0.0964,0.643,139.997,audio_features,75clRtmtXSkZsPm6SjjQ5j,spotify:track:75clRtmtXSkZsPm6SjjQ5j,https://api.spotify.com/v1/tracks/75clRtmtXSkZsPm6SjjQ5j,https://api.spotify.com/v1/audio-analysis/75clRtmtXSkZsPm6SjjQ5j,154827,4,1
Grouplove,Tongue Tied,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,audio_features,0GO8y8jQk1PkHzS31d699N,spotify:track:0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N,218013,4,1
Iron & Wine,Call It Dreaming,0.519,0.515,5,-9.448,1,0.031,0.61,5.66e-05,0.107,0.714,80.329,audio_features,0iWUW8UNkmyUa8Aa6anow6,spotify:track:0iWUW8UNkmyUa8Aa6anow6,https://api.spotify.com/v1/tracks/0iWUW8UNkmyUa8Aa6anow6,https://api.spotify.com/v1/audio-analysis/0iWUW8UNkmyUa8Aa6anow6,231760,4,1
Thomas Rhett,Get Me Some Of That,0.549,0.866,6,-5.306,1,0.0476,0.0733,0,0.25,0.767,87.964,audio_features,4O1CExxinEpKZi3861NlTK,spotify:track:4O1CExxinEpKZi3861NlTK,https://api.spotify.com/v1/tracks/4O1CExxinEpKZi3861NlTK,https://api.spotify.com/v1/audio-analysis/4O1CExxinEpKZi3861NlTK,187400,4,1
Bob Moses,Tearing Me Up,0.705,0.403,0,-9.7,1,0.0438,0.172,0.00201,0.615,0.155,114.992,audio_features,72AfoN1wsvI9aGsR1WaRxD,spotify:track:72AfoN1wsvI9aGsR1WaRxD,https://api.spotify.com/v1/tracks/72AfoN1wsvI9aGsR1WaRxD,https://api.spotify.com/v1/audio-analysis/72AfoN1wsvI9aGsR1WaRxD,470093,4,0
Little Richard,Good Golly Miss Molly,0.654,0.712,0,-11.739,1,0.0476,0.601,0.00219,0.33,0.965,82.111,audio_features,1s1kY9duH0g4jKHrxxjTkX,spotify:track:1s1kY9duH0g4jKHrxxjTkX,https://api.spotify.com/v1/tracks/1s1kY9duH0g4jKHrxxjTkX,https://api.spotify.com/v1/audio-analysis/1s1kY9duH0g4jKHrxxjTkX,129133,4,1
DMX,Party Up (Up In Here),0.736,0.834,1,-3.052,0,0.0969,0.077,0,0.407,0.234,100.979,audio_features,4XSgaQfGgJ9FDCcvmOe404,spotify:track:4XSgaQfGgJ9FDCcvmOe404,https://api.spotify.com/v1/tracks/4XSgaQfGgJ9FDCcvmOe404,https://api.spotify.com/v1/audio-analysis/4XSgaQfGgJ9FDCcvmOe404,297040,4,1
Louis Armstrong,Christmas Night In Harlem - Single Version,0.566,0.312,7,-11.325,1,0.257,0.56,0,0.249,0.583,151.477,audio_features,3ezPyPPvILZxfUODjgAss6,spotify:track:3ezPyPPvILZxfUODjgAss6,https://api.spotify.com/v1/tracks/3ezPyPPvILZxfUODjgAss6,https://api.spotify.com/v1/audio-analysis/3ezPyPPvILZxfUODjgAss6,160293,4,1
My Birthday,Happy Birthday (KYAN),0.56,0.911,2,-5.688,1,0.0415,0.0407,0,0.358,0.901,168.022,audio_features,1CD0jth3Jn0oEEGfeLd3XT,spotify:track:1CD0jth3Jn0oEEGfeLd3XT,https://api.spotify.com/v1/tracks/1CD0jth3Jn0oEEGfeLd3XT,https://api.spotify.com/v1/audio-analysis/1CD0jth3Jn0oEEGfeLd3XT,178050,4,1
Sam Hunt,Raised on It,0.594,0.944,9,-4.138,1,0.0395,0.0414,0,0.415,0.737,93.987,audio_features,7uNfcgHuQu9fTVOHdbFCKU,spotify:track:7uNfcgHuQu9fTVOHdbFCKU,https://api.spotify.com/v1/tracks/7uNfcgHuQu9fTVOHdbFCKU,https://api.spotify.com/v1/audio-analysis/7uNfcgHuQu9fTVOHdbFCKU,235467,4,1
The Pointer Sisters,I'm So Excited,0.581,0.7,7,-10.723,0,0.0377,0.107,0.0031,0.118,0.924,182.415,audio_features,3AgvZyLH4sWkII5bnU80aQ,spotify:track:3AgvZyLH4sWkII5bnU80aQ,https://api.spotify.com/v1/tracks/3AgvZyLH4sWkII5bnU80aQ,https://api.spotify.com/v1/audio-analysis/3AgvZyLH4sWkII5bnU80aQ,233533,4,1
Bee Gees,Stayin' Alive - Remastered Version,0.675,0.899,10,-6.124,0,0.0418,0.0696,0.000139,0.33,0.91,103.683,audio_features,3LmpQiFNgFCnvAnhhvKUyI,spotify:track:3LmpQiFNgFCnvAnhhvKUyI,https://api.spotify.com/v1/tracks/3LmpQiFNgFCnvAnhhvKUyI,https://api.spotify.com/v1/audio-analysis/3LmpQiFNgFCnvAnhhvKUyI,285200,4,1
Rolf Harris,Two Little Boys,0.444,0.213,1,-14.046,1,0.0363,0.639,0.000172,0.143,0.487,115.797,audio_features,1QFHX2saEG8smfqufa0D5t,spotify:track:1QFHX2saEG8smfqufa0D5t,https://api.spotify.com/v1/tracks/1QFHX2saEG8smfqufa0D5t,https://api.spotify.com/v1/audio-analysis/1QFHX2saEG8smfqufa0D5t,213453,4,0
Bazzi,Beautiful (feat. Camila Cabello),0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,audio_features,4VUwkH455At9kENOfzTqmF,spotify:track:4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,180000,4,1
ATB,9PM [Till I Come],0.672,0.941,9,-6.427,0,0.0494,0.0276,0.926,0.149,0.754,130.218,audio_features,1CgbwsrNDlFrRuk2ebQ7zr,spotify:track:1CgbwsrNDlFrRuk2ebQ7zr,https://api.spotify.com/v1/tracks/1CgbwsrNDlFrRuk2ebQ7zr,https://api.spotify.com/v1/audio-analysis/1CgbwsrNDlFrRuk2ebQ7zr,193880,4,1
Matt Simons,Made It Out Alright,0.778,0.58,7,-7.57,1,0.105,0.0257,0.0526,0.2,0.743,99.998,audio_features,48OxFwDveM6SGJFGY4TBb6,spotify:track:48OxFwDveM6SGJFGY4TBb6,https://api.spotify.com/v1/tracks/48OxFwDveM6SGJFGY4TBb6,https://api.spotify.com/v1/audio-analysis/48OxFwDveM6SGJFGY4TBb6,180696,4,1
John Lennon,Mother,0.532,0.347,0,-13.696,1,0.05,0.013,0.133,0.0578,0.426,135.935,audio_features,43Ud1IajwtBvw6ONj6aK2Q,spotify:track:43Ud1IajwtBvw6ONj6aK2Q,https://api.spotify.com/v1/tracks/43Ud1IajwtBvw6ONj6aK2Q,https://api.spotify.com/v1/audio-analysis/43Ud1IajwtBvw6ONj6aK2Q,336307,4,0
